WKT,nome,descrição,Tipo,cor,longitude,latitude
POINT (-38.4582002 -12.9769571),Atacadão - Salvador Iguatemi,,Mercado,#31838F,-38.4582002,-12.9769571
POINT (-38.4039059 -12.903849),Atacadão - Cajazeiras,,Mercado,#31838F,-38.4039059,-12.903849
POINT (-38.4613547 -12.9526921),Atacadão - Salvador Cabula,,Mercado,#31838F,-38.4613547,-12.9526921
POINT (-38.32571009999999 -12.8913757),Atacadão - Lauro de Freitas Caji,,Mercado,#31838F,-38.32571009999999,-12.8913757
POINT (-38.4785895 -12.9672842),Atacadão - Salvador Barros Reis,,Mercado,#31838F,-38.4785895,-12.9672842
POINT (-38.3100115 -12.8760242),Atacadão - Portão,,Mercado,#31838F,-38.3100115,-12.8760242
POINT (-38.4934805 -12.9837888),Atacadão - Salvador Bonocô,,Mercado,#31838F,-38.4934805,-12.9837888
POINT (-38.44307709999999 -12.9159031),GBarbosa,,Mercado,#31838F,-38.44307709999999,-12.9159031
POINT (-38.3083233 -12.8854803),GBarbosa Lauro De Freitas,,Mercado,#31838F,-38.3083233,-12.8854803
POINT (-38.4991816 -12.9824966),GBarbosa Engenho Velho de Brotas,,Mercado,#31838F,-38.4991816,-12.9824966
POINT (-38.474811 -12.9707135),GBarbosa,,Mercado,#31838F,-38.474811,-12.9707135
POINT (-38.4590883 -12.9454193),GBarbosa Cabula,,Mercado,#31838F,-38.4590883,-12.9454193
POINT (-38.3535977 -12.9108277),EletroShow GBarbosa,,Mercado,#31838F,-38.3535977,-12.9108277
POINT (-38.4812263 -12.9375643),Farmácia GBarbosa,,Mercado,#31838F,-38.4812263,-12.9375643
POINT (-38.4485167 -12.9915934),GBarbosa Costa Azul,,Mercado,#31838F,-38.4485167,-12.9915934
POINT (-38.4701585 -12.9797986),GBarbosa Hiper Iguatemi,,Mercado,#31838F,-38.4701585,-12.9797986
POINT (-38.4048982 -12.9072398),Delicatessen Nova Estrela,,Mercado,#31838F,-38.4048982,-12.9072398
POINT (-38.4169577 -12.9716621),Delicatessen Imperial,,Mercado,#31838F,-38.4169577,-12.9716621
POINT (-38.46096199999999 -12.9752651),Esquina Do Pão Delicatessen,,Mercado,#31838F,-38.46096199999999,-12.9752651
POINT (-38.3809081 -12.9518014),Delicatessen Point do Pão,,Mercado,#31838F,-38.3809081,-12.9518014
POINT (-38.4781065 -12.9173965),Bella Massa Delicatessen,,Mercado,#31838F,-38.4781065,-12.9173965
POINT (-38.459505 -12.9718787),DELICATESSEN PONTO CERTO,,Mercado,#31838F,-38.459505,-12.9718787
POINT (-38.461197 -12.9856658),Sampaio Delicatéssen,,Mercado,#31838F,-38.461197,-12.9856658
POINT (-38.4009923 -12.8994999),Delicatessen Doce Pão,,Mercado,#31838F,-38.4009923,-12.8994999
POINT (-38.4496086 -12.9155889),Flor de Jardim Delicatessen,,Mercado,#31838F,-38.4496086,-12.9155889
POINT (-38.4449799 -12.9857853),D’alinda Delicatessen,,Mercado,#31838F,-38.4449799,-12.9857853
POINT (-38.4774716 -12.9957398),Empório Cidade Jardim,,Mercado,#31838F,-38.4774716,-12.9957398
POINT (-38.4496858 -12.9851528),Empório Coisas de Minas Stiep - Salvador,,Mercado,#31838F,-38.4496858,-12.9851528
POINT (-38.5121011 -13.0103756),Empório Coisas de Minas Unidade Ondina - Salvador,,Mercado,#31838F,-38.5121011,-13.0103756
POINT (-38.4451876 -12.9546182),Empório,,Mercado,#31838F,-38.4451876,-12.9546182
POINT (-38.460693 -13.001024),Empório Do Pão,,Mercado,#31838F,-38.460693,-13.001024
POINT (-38.2978442 -12.8865277),Empório Coisas de Minas Vilas,,Mercado,#31838F,-38.2978442,-12.8865277
POINT (-38.5089151 -12.9835467),EMPÓRIO DOS AMIGOS,,Mercado,#31838F,-38.5089151,-12.9835467
POINT (-38.4647468 -12.9828886),Empório Flor de Laranjeira,,Mercado,#31838F,-38.4647468,-12.9828886
POINT (-38.4781116 -12.9931166),Empório Santo Sabor,,Mercado,#31838F,-38.4781116,-12.9931166
POINT (-38.517187 -12.994294),Empório Caroá,,Mercado,#31838F,-38.517187,-12.994294
Praça Nossa Senhora da Assunção, Pituba,,Praça,#6FD2CB,,
Praça do Campo Grande,,,Praça,#6FD2CB,,
Praça Tereza Cristina Lustosa,,,Praça,#6FD2CB,,
Praça Teodoro Gama,,,Praça,#6FD2CB,,
Praça da Matriz,,,Praça,#6FD2CB,,
Praça Nossa Senhora da Luz,,,Praça,#6FD2CB,,
Praça da II,,,Praça,#6FD2CB,,
Praça Aquarius,,,Praça,#6FD2CB,,
Praça do Imbuí,,,Praça,#6FD2CB,,
Praça dos Eucaliptos,,,Praça,#6FD2CB,,
Parque dos Ventos,,,Praça,#6FD2CB,,
Praça do setor 1,,,Praça,#6FD2CB,,
Parque das Aves,,,Praça,#6FD2CB,,
Praça da Quadra C,,,Praça,#6FD2CB,,
Parque da Cidade Joventino Silva,,,Praça,#6FD2CB,,
Praça Santos Dumont,,,Praça,#6FD2CB,,
Praça Mirante dos Aflitos,,,Praça,#6FD2CB,,
Praça Bom Samaritano,,,Praça,#6FD2CB,,
Parque Praça do Boi,,,Praça,#6FD2CB,,
Jardim dos Namorados,,,Praça,#6FD2CB,,
Lagoa do Abaeté,,,Praça,#6FD2CB,,
Lagoa Dos Patos,,,Praça,#6FD2CB,,
Lagoa Parque Tropical,,,Praça,#6FD2CB,,
Lagoa dos Patos,,,Praça,#6FD2CB,,
Lagoa de Piatã,,,Praça,#6FD2CB,,
Lagoa Alphaville I,,,Praça,#6FD2CB,,
Bar Lagoa dos Frades,,,Praça,#6FD2CB,,
Praça LAGOA DOS PATOS,,,Praça,#6FD2CB,,
Lagoa de Nova Salvador,,,Praça,#6FD2CB,,
Programa Mesa Brasil - Sesc Bahia,,,Praça,#6FD2CB,,
POINT (-38.4001463 -12.9050187),Shopping Cajazeiras,,Shopping,#FEDB91,-38.4001463,-12.9050187
POINT (-38.3949236 -12.9365263),Shopping Paralela,,Shopping,#FEDB91,-38.3949236,-12.9365263
POINT (-38.455251 -12.9778603),Salvador Shopping,,Shopping,#FEDB91,-38.455251,-12.9778603
POINT (-38.4746357 -12.9699536),Shopping Bela Vista,,Shopping,#FEDB91,-38.4746357,-12.9699536
POINT (-38.4649511 -12.9812172),Shopping da Bahia,,Shopping,#FEDB91,-38.4649511,-12.9812172
POINT (-38.46917639999999 -12.9956307),Shopping Cidade,,Shopping,#FEDB91,-38.46917639999999,-12.9956307
POINT (-38.4909179 -12.9709153),Shopping Vila Laura,,Shopping,#FEDB91,-38.4909179,-12.9709153
POINT (-38.4637594 -12.9962659),Shopping Itaigara,,Shopping,#FEDB91,-38.4637594,-12.9962659
POINT (-38.3500732 -12.9123367),Shopping São Cristóvão,,Shopping,#FEDB91,-38.3500732,-12.9123367
POINT (-38.3185516 -12.8876681),Parque Shopping Bahia,,Shopping,#FEDB91,-38.3185516,-12.8876681
POINT (-38.3949236 -12.9365263),Shopping Paralela,,Shopping,#FEDB91,-38.3949236,-12.9365263
POINT (-38.3851228 -12.9437911),Pátio piatã,,Shopping,#FEDB91,-38.3851228,-12.9437911
POINT (-38.4044761 -12.9389079),Alpha Mall,,Shopping,#FEDB91,-38.4044761,-12.9389079
POINT (-38.3915609 -12.9569553),Shopping Villarejo Mall,,Shopping,#FEDB91,-38.3915609,-12.9569553
POINT (-38.3952434 -12.9365739),Saraiva,,Shopping,#FEDB91,-38.3952434,-12.9365739
POINT (-38.3950328 -12.9369342),First Class Salvador - Cama mesa e banho - Shopping Paralela,,Shopping,#FEDB91,-38.3950328,-12.9369342
POINT (-38.369327 -12.9462066),Itapuã Center,,Shopping,#FEDB91,-38.369327,-12.9462066
POINT (-38.36553869999999 -12.9428285),Bahia Shopping,,Shopping,#FEDB91,-38.36553869999999,-12.9428285
POINT (-38.4001463 -12.9050187),Shopping Cajazeiras,,Shopping,#FEDB91,-38.4001463,-12.9050187
POINT (-38.3513333 -12.9083785),Salvador Norte Shopping,,Shopping,#FEDB91,-38.3513333,-12.9083785
POINT (-38.30122929999999 -12.8690166),Centro Comercial Portão,,Shopping,#FEDB91,-38.30122929999999,-12.8690166
POINT (-38.3424039 -12.9388878),Centro Comercial Alamedas da Praia,,Shopping,#FEDB91,-38.3424039,-12.9388878
POINT (-38.3506968 -12.9111116),Centro comercial são cristovão,,Shopping,#FEDB91,-38.3506968,-12.9111116
POINT (-38.4617437 -13.0008261),Centro Comercial Jardim Pituba,,Shopping,#FEDB91,-38.4617437,-13.0008261
POINT (-38.4361705 -12.9284117),Centro Comercial São Marcos,,Shopping,#FEDB91,-38.4361705,-12.9284117
POINT (-38.3650195 -12.949554),Centro Comercial ÁGUIA,,Shopping,#FEDB91,-38.3650195,-12.949554
POINT (-38.3250033 -12.8907707),Centro Comercial Gre Center,,Shopping,#FEDB91,-38.3250033,-12.8907707
POINT (-38.4468304 -12.9534747),Centro Comercial Narandiba,,Shopping,#FEDB91,-38.4468304,-12.9534747
POINT (-38.42524170000001 -12.9771572),Centro comercial bocadório,,Shopping,#FEDB91,-38.42524170000001,-12.9771572
POINT (-38.4188373 -12.9169684),Centro Comercial Nossa Senhora de Fátima,,Shopping,#FEDB91,-38.4188373,-12.9169684
POINT (-38.4785841 -12.9864975),Centro Comercial de Brotas,,Shopping,#FEDB91,-38.4785841,-12.9864975
POINT (-38.3506968 -12.9111116),Centro comercial são cristovão,,Shopping,#FEDB91,-38.3506968,-12.9111116
POINT (-38.5193251 -12.9864371),CENTRO COMERCIAL POLITEAMA,,Shopping,#FEDB91,-38.5193251,-12.9864371
POINT (-38.4617437 -13.0008261),Centro Comercial Jardim Pituba,,Shopping,#FEDB91,-38.4617437,-13.0008261
POINT (-38.3012986 -12.8690311),Centro Comercial Portão,,Shopping,#FEDB91,-38.3012986,-12.8690311
POINT (-38.4953914 -12.9499211),Centro Comercial Liberdade,,Shopping,#FEDB91,-38.4953914,-12.9499211
POINT (-38.4925017 -13.0013854),Centro Comercial Santa Madalena,,Shopping,#FEDB91,-38.4925017,-13.0013854
POINT (-38.4468304 -12.9534747),Centro Comercial Narandiba,,Shopping,#FEDB91,-38.4468304,-12.9534747
POINT (-38.3650195 -12.949554),Centro Comercial ÁGUIA,,Shopping,#FEDB91,-38.3650195,-12.949554
POINT (-38.3424039 -12.9388878),Centro Comercial Alamedas da Praia,,Shopping,#FEDB91,-38.3424039,-12.9388878
POINT (-38.4953914 -12.9499211),Centro Comercial Liberdade,,Shopping,#FEDB91,-38.4953914,-12.9499211
POINT (-38.4617437 -13.0008261),Centro Comercial Jardim Pituba,,Shopping,#FEDB91,-38.4617437,-13.0008261
POINT (-38.4785841 -12.9864975),Centro Comercial de Brotas,,Shopping,#FEDB91,-38.4785841,-12.9864975
POINT (-38.5193251 -12.9864371),CENTRO COMERCIAL POLITEAMA,,Shopping,#FEDB91,-38.5193251,-12.9864371
POINT (-38.3012986 -12.8690311),Centro Comercial Portão,,Shopping,#FEDB91,-38.3012986,-12.8690311
POINT (-38.4925017 -13.0013854),Centro Comercial Santa Madalena,,Shopping,#FEDB91,-38.4925017,-13.0013854
POINT (-38.3424039 -12.9388878),Centro Comercial Alamedas da Praia,,Shopping,#FEDB91,-38.3424039,-12.9388878
POINT (-38.3506968 -12.9111116),Centro comercial são cristovão,,Shopping,#FEDB91,-38.3506968,-12.9111116
POINT (-38.4361705 -12.9284117),Centro Comercial São Marcos,,Shopping,#FEDB91,-38.4361705,-12.9284117
POINT (-38.3650195 -12.949554),Centro Comercial ÁGUIA,,Shopping,#FEDB91,-38.3650195,-12.949554
POINT (-38.4953914 -12.9499211),Centro Comercial Liberdade,,Shopping,#FEDB91,-38.4953914,-12.9499211
POINT (-38.4617437 -13.0008261),Centro Comercial Jardim Pituba,,Shopping,#FEDB91,-38.4617437,-13.0008261
POINT (-38.4785841 -12.9864975),Centro Comercial de Brotas,,Shopping,#FEDB91,-38.4785841,-12.9864975
POINT (-38.5193251 -12.9864371),CENTRO COMERCIAL POLITEAMA,,Shopping,#FEDB91,-38.5193251,-12.9864371
POINT (-38.3012986 -12.8690311),Centro Comercial Portão,,Shopping,#FEDB91,-38.3012986,-12.8690311
POINT (-38.4925017 -13.0013854),Centro Comercial Santa Madalena,,Shopping,#FEDB91,-38.4925017,-13.0013854
POINT (-38.3424039 -12.9388878),Centro Comercial Alamedas da Praia,,Shopping,#FEDB91,-38.3424039,-12.9388878
POINT (-38.3506968 -12.9111116),Centro comercial são cristovão,,Shopping,#FEDB91,-38.3506968,-12.9111116
POINT (-38.4361705 -12.9284117),Centro Comercial São Marcos,,Shopping,#FEDB91,-38.4361705,-12.9284117
POINT (-38.3650195 -12.949554),Centro Comercial ÁGUIA,,Shopping,#FEDB91,-38.3650195,-12.949554
POINT (-38.46917639999999 -12.9956307),Shopping Cidade,,Shopping,#FEDB91,-38.46917639999999,-12.9956307
POINT (-38.3015995 -12.8848248),Shopping Center Villaverde Street Mall,,Shopping,#FEDB91,-38.3015995,-12.8848248
POINT (-38.455251 -12.9778603),Salvador Shopping,,Shopping,#FEDB91,-38.455251,-12.9778603
POINT (-38.4001463 -12.9050187),Shopping Cajazeiras,,Shopping,#FEDB91,-38.4001463,-12.9050187
POINT (-38.4995256 -12.9518961),Shopping Liberdade,,Shopping,#FEDB91,-38.4995256,-12.9518961
POINT (-38.4382016 -12.9686482),Shopping Imbuí Plaza,,Shopping,#FEDB91,-38.4382016,-12.9686482
POINT (-38.524003 -12.9898357),Vitória Boulevard,,Shopping,#FEDB91,-38.524003,-12.9898357
POINT (-38.4415179 -12.9681474),SHOPPING AMAZÔNIA,,Shopping,#FEDB91,-38.4415179,-12.9681474
POINT (-38.3949236 -12.9365263),Shopping Paralela,,Shopping,#FEDB91,-38.3949236,-12.9365263
POINT (-38.4649511 -12.9812172),Shopping da Bahia,,Shopping,#FEDB91,-38.4649511,-12.9812172
POINT (-38.4746357 -12.9699536),Shopping Bela Vista,,Shopping,#FEDB91,-38.4746357,-12.9699536
POINT (-38.3949236 -12.9365263),Shopping Paralela,,Shopping,#FEDB91,-38.3949236,-12.9365263
POINT (-38.455251 -12.9778603),Salvador Shopping,,Shopping,#FEDB91,-38.455251,-12.9778603
POINT (-38.46917639999999 -12.9956307),Shopping Cidade,,Shopping,#FEDB91,-38.46917639999999,-12.9956307
POINT (-38.4001463 -12.9050187),Shopping Cajazeiras,,Shopping,#FEDB91,-38.4001463,-12.9050187
POINT (-38.3290833 -12.8958505),Shopinng Ponto Verde,,Shopping,#FEDB91,-38.3290833,-12.8958505
POINT (-38.4909179 -12.9709153),Shopping Vila Laura,,Shopping,#FEDB91,-38.4909179,-12.9709153
POINT (-38.4637594 -12.9962659),Shopping Itaigara,,Shopping,#FEDB91,-38.4637594,-12.9962659
POINT (-38.3500732 -12.9123367),Shopping São Cristóvão,,Shopping,#FEDB91,-38.3500732,-12.9123367
POINT (-38.3949236 -12.9365263),Shopping Paralela,,Shopping,#FEDB91,-38.3949236,-12.9365263
POINT (-38.455251 -12.9778603),Salvador Shopping,,Shopping,#FEDB91,-38.455251,-12.9778603
POINT (-38.4649511 -12.9812172),Shopping da Bahia,,Shopping,#FEDB91,-38.4649511,-12.9812172
POINT (-38.3513333 -12.9083785),Salvador Norte Shopping,,Shopping,#FEDB91,-38.3513333,-12.9083785
POINT (-38.4001463 -12.9050187),Shopping Cajazeiras,,Shopping,#FEDB91,-38.4001463,-12.9050187
POINT (-38.3185516 -12.8876681),Parque Shopping Bahia,,Shopping,#FEDB91,-38.3185516,-12.8876681
POINT (-38.3500732 -12.9123367),Shopping São Cristóvão,,Shopping,#FEDB91,-38.3500732,-12.9123367
POINT (-38.2675412 -12.8250571),Outlet Premium Salvador,,Shopping,#FEDB91,-38.2675412,-12.8250571
POINT (-38.3065885 -12.8752936),Shopping Estrada do Coco,,Shopping,#FEDB91,-38.3065885,-12.8752936
POINT (-38.5130701 -12.9835518),Shopping Piedade,,Shopping,#FEDB91,-38.5130701,-12.9835518
